CODIGO;DENOMINACION_GENERICA_ES;DENOMINACION_GENERICA_VAL;DENOMINACION_ESPECIFICA;DENOMINACION;REGIMEN;TIPO_VIA;DIRECCION;NUMERO;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;TELEFONO;FAX;COD_EDIFICACION;LONGITUD;LATITUD;TITULARIDAD;CIF;COMARCA
03003231;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANUEL BRU;CEIP MANUEL BRU;PÚB.;AV;DE MADRID;S/N;3720;BENISSA;ALACANT;965739040;965739041; 1,0;0.056605;38.717595;GENERALITAT VALENCIANA;Q5355434A;LA MARINA ALTA
03003267;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PADRE MELCHOR;CEIP PADRE MELCHOR;PÚB.;CL;SANCHIS GUARNER;S/N;3720;BENISSA;ALACANT;965739015;965739016; 1,0;0.0473;38.715588;GENERALITAT VALENCIANA;Q5355432E;LA MARINA ALTA
03003279;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA PURÍSIMA;CENTRE PRIV. ED. INF. 1ER CICLE LA PURÍSIMA;PRIV.;PZ;PORTAL;4;3720;BENISSA;ALACANT;965730267;965730267; 1,0;0.053815;38.71695;;;LA MARINA ALTA
03003309;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTA MARÍA MAGDALENA;CEIP SANTA MARÍA MAGDALENA;PÚB.;AV;ALICANTE;40;3726;EL POBLE NOU DE BENITATXELL;ALACANT;965739020;965739021; 1,0;0.140042;38.730757;GENERALITAT VALENCIANA;Q5355431G;LA MARINA ALTA
03003310;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARE DE DÉU DE GRÀCIA;CEIP MARE DE DÉU DE GRÀCIA;PÚB.;CR;DE ALCOI;S/N;3410;BIAR;ALACANT;965823090;965823091; 1,0;-0.756683;38.628004;GENERALITAT VALENCIANA;Q5355041D;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03003334;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PENYA L'OR;CEIP PENYA L'OR;PÚB.;CL;RAVAL DE BAIX;45;3518;BOLULLA;ALACANT;966816485;966816486; 1,0;-0.111113;38.674957;GENERALITAT VALENCIANA;Q5355427E;LA MARINA BAIXA
03003358;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN LORENZO MÁRTIR;CEIP SAN LORENZO MÁRTIR;PÚB.;CL;EL PASEO;S/N;3111;BUSOT;ALACANT;966908160;966908161; 1,0;-0.420179;38.481501;GENERALITAT VALENCIANA;Q5355426G;L'ALACANTÍ
03003395;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MEDITERRANI;CEIP MEDITERRANI;PÚB.;AV;MASNOU;15;3710;CALP;ALACANT;966870915;966870916; 1,0;0.038821;38.64322;GENERALITAT VALENCIANA;Q5355415J;LA MARINA ALTA
03003425;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIRANTBÓ;CEIP MIRANTBÓ;PÚB.;PD;MIRANTBÓ;S/N;3510;CALLOSA D'EN SARRIÀ;ALACANT;966870830;966870831; 1,0;-0.119243;38.654776;GENERALITAT VALENCIANA;Q5355419B;LA MARINA BAIXA
03003449;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ALMEDIA;CENTRE PRIVAT ALMEDIA;PRIV. CONC.;PD;COLOMINA;S/N;3510;CALLOSA D'EN SARRIÀ;ALACANT;965881141;965881016; 1,0;-0.123352;38.65419;;;LA MARINA BAIXA
03003450;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PRIMO DE RIVERA;CEIP PRIMO DE RIVERA;PÚB.;CL;CERVANTES;4;3360;CALLOSA DE SEGURA;ALACANT;966904225;966904226; 1,0;-0.878482;38.124133;GENERALITAT VALENCIANA;Q5355061B;EL BAIX SEGURA/ LA VEGA BAJA
03003486;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;VEGA BAJA;IES VEGA BAJA;PÚB.;CL;MÉDICO HUGOLINO ROLDÁN;S/N;3360;CALLOSA DE SEGURA;ALACANT;966904710;966904711; 1,0;-0.87882;38.131856;GENERALITAT VALENCIANA;Q5355424B;EL BAIX SEGURA/ LA VEGA BAJA
03003498;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LA PURÍSIMA;CENTRO PRIVADO LA PURISÍMA;PRIV. CONC.;PZ;PALAU I QUER;1;3360;CALLOSA DE SEGURA;ALACANT;966759083;965312961; 1,0;-0.879835;38.127421;;;EL BAIX SEGURA/ LA VEGA BAJA
03003565;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAFAEL ALTAMIRA;CEIP RAFAEL ALTAMIRA;PÚB.;CL;ALCALDE J.CARRATALÁ BAEZA;8;3560;EL CAMPELLO;ALACANT;965937115;965937116; 1,0;-0.392965;38.430236;GENERALITAT VALENCIANA;Q5355048I;L'ALACANTÍ
03003577;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;FUNDACIÓN ANTONIO BONNY;CENTRE PRIVAT FUNDACIÓN ANTONIO BONNY;PRIV.;BD;ANTONIO BONNY;S/N;3560;EL CAMPELLO;ALACANT;965630314;; 1,0;-0.41085;38.438909;;;L'ALACANTÍ
03003607;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA;FUNDACIÓN NUESTRA SEÑORA DE LA PIEDAD;CENTRE PRIVAT FUNDACIÓN NUESTRA SEÑORA DE LA PIEDAD;PRIV. CONC.;CL;SEMINARIO SALESIANOS;S/N;3560;EL CAMPELLO;ALACANT;965652266;965652262; 1,0;-0.399166;38.415485;;;L'ALACANTÍ
03003644;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MESTRE JOAQUÍN CARTAGENA;CEIP MESTRE JOAQUÍN CARTAGENA;PÚB.;CL;MÚSIC JOSÉ ALBERO;23;3469;EL CAMP DE MIRRA;ALACANT;965820478;; 1,0;-0.777476;38.687955;GENERALITAT VALENCIANA;Q5355414C;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03003656;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARE DE DÉU DEL CARME;CEIP MARE DE DÉU DEL CARME;PÚB.;CL;MANUEL OCAÑA VALVERDE;1;3409;CAÑADA;ALACANT;965823085;965823086; 1,0;-0.81372;38.67262;GENERALITAT VALENCIANA;Q5355413E;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03003668;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RICO SAPENA;CEIP RICO SAPENA;PÚB.;AV;DE LA CONSTITUCIÓN;72;3420;CASTALLA;ALACANT;966527500;966527501; 1,0;-0.670286;38.591525;GENERALITAT VALENCIANA;Q5355411I;L'ALCOIÀ
03003681;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARÍA ASUNTA;CENTRE PRIVAT MARÍA ASUNTA;PRIV. CONC.;CL;COLÓN;1;3420;CASTALLA;ALACANT;965560084;965561656; 1,0;-0.670284;38.595096;;;L'ALCOIÀ
03003711;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SERRELLA;CEIP SERRELLA;PÚB.;CL;RAMÓN RUBIAL;S/N;3793;CASTELL DE CASTELLS;ALACANT;966527505;966527506; 1,0;-0.195062;38.723065;GENERALITAT VALENCIANA;Q5355410A;LA MARINA ALTA
03003735;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;AZORÍN;CEIP AZORÍN;PÚB.;AV;AZORÍN;21;3158;CATRAL;ALACANT;965290180;965290181; 1,0;-0.802938;38.161792;GENERALITAT VALENCIANA;Q5355409C;EL BAIX SEGURA/ LA VEGA BAJA
03003760;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PADRE ARQUÉS;IES PADRE ARQUÉS;PÚB.;AV;DEL FERROCARRIL;S/N;3820;COCENTAINA;ALACANT;966527665;966527666; 1,0;-0.436664;38.736126;GENERALITAT VALENCIANA;Q5355407G;EL COMTAT
03003772;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN JUAN BOSCO;CEIP SAN JUAN BOSCO;PÚB.;CL;MÚSIC JUST SANSALVADOR;1;3820;COCENTAINA;ALACANT;966527510;966527511; 1,0;-0.438423;38.742996;GENERALITAT VALENCIANA;Q5355406I;EL COMTAT
03003796;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN FRANCISCO DE ASÍS;CENTRE PRIVAT SAN FRANCISCO DE ASÍS;PRIV. CONC.;CL;CONVENTO;40;3820;COCENTAINA;ALACANT;965592544;965592544; 1,0;-0.442951;38.737281;;;EL COMTAT
03003851;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;;CEIP DE CONFRIDES;PÚB.;CL;ALICANTE;5;3817;CONFRIDES;ALACANT;966870835;966870836; 1,0;-0.26975;38.683699;GENERALITAT VALENCIANA;Q5355405A;LA MARINA BAIXA
03003863;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DEL CARMEN;CEIP VIRGEN DEL CARMEN;PÚB.;CL;LIBERTAD;S/N;3350;COX;ALACANT;966904165;966904166; 1,0;-0.891026;38.142058;GENERALITAT VALENCIANA;Q5355078F;EL BAIX SEGURA/ LA VEGA BAJA
03003887;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NUESTRA SEÑORA DE LA ESPERANZA;CEIP NUESTRA SEÑORA DE LA ESPERANZA;PÚB.;CM;DEL ARQUET;S/N;3330;CREVILLENT;ALACANT;966913130;966913131; 1,0;-0.80448;38.241332;GENERALITAT VALENCIANA;Q5355529H;EL BAIX VINALOPÓ
03003899;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PRIMO DE RIVERA;CEIP PRIMO DE RIVERA;PÚB.;CL;JORGE JUAN;2;3330;CREVILLENT;ALACANT;966915390;966915391; 1,0;-0.812109;38.25119;GENERALITAT VALENCIANA;Q5355527B;EL BAIX VINALOPÓ
03003905;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FRANCISCO CANDELA;CEIP FRANCISCO CANDELA;PÚB.;AV;MANUEL SANCHIS GUARNER;S/N;3330;CREVILLENT;ALACANT;966915395;966915396; 1,0;-0.801901;38.252071;GENERALITAT VALENCIANA;Q5355062J;EL BAIX VINALOPÓ
03003930;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PUIG JOVER;CEIP PUIG JOVER;PÚB.;BD;DE LA ESTACIÓN;S/N;3330;CREVILLENT - LA ESTACION;ALACANT;965401402;; 1,0;-0.77533;38.224915;GENERALITAT VALENCIANA;Q5355526D;EL BAIX VINALOPÓ
03003942;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PÁRROCO FRANCISCO MAS;CEIP PÁRROCO FRANCISCO MAS;PÚB.;CL;MOLINOS;21;3330;CREVILLENT;ALACANT;966915400;966915401; 1,0;-0.812909;38.25266;GENERALITAT VALENCIANA;Q5355528J;EL BAIX VINALOPÓ
03003954;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DEL CARMEN;CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN;PRIV. CONC.;CM;CARMELITAS MISIONERAS TERESIANAS;6;3330;CREVILLENT;ALACANT;965401968;966680140; 1,0;-0.802663;38.249615;;;EL BAIX VINALOPÓ
03003966;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CANÓNIGO MANCHÓN;IES CANÓNIGO MANCHÓN;PÚB.;CM;DEL ARQUET;S/N;3330;CREVILLENT;ALACANT;966912220;966912221; 1,0;-0.80285;38.241572;GENERALITAT VALENCIANA;Q5355531D;EL BAIX VINALOPÓ
03003978;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MACIÀ ABELA;IES MACIÀ ABELA;PÚB.;AV;MANUEL SANCHIS GUARNER;S/N;3330;CREVILLENT;ALACANT;966912225;966912226; 1,0;-0.801857;38.252808;GENERALITAT VALENCIANA;Q5355532B;EL BAIX VINALOPÓ
03003981;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN LUIS;CEIP SAN LUIS;PÚB.;PZ;GENERALÍSIMO;1;3339;CREVILLENT - EL REALENGO;ALACANT;966681112;; 1,0;-0.812527;38.203061;GENERALITAT VALENCIANA;Q5355524I;EL BAIX VINALOPÓ
03004016;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CARDENAL BELLUGA;CEIP CARDENAL BELLUGA;PÚB.;CL;ALMAZARA;1;3330;CREVILLENT - SAN FELIPE NERI;ALACANT;966616045;966616046; 1,0;-0.79741;38.178392;GENERALITAT VALENCIANA;Q5355523A;EL BAIX VINALOPÓ
03004053;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA INMACULADA;CEIP LA INMACULADA;PÚB.;CL;VALENCIA;12;3159;DAYA NUEVA;ALACANT;966926720;966926721; 1,0;-0.759632;38.112903;GENERALITAT VALENCIANA;Q5355582G;EL BAIX SEGURA/ LA VEGA BAJA
03004089;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;POU DE LA MUNTANYA;CEIP POU DE LA MUNTANYA;PÚB.;AV;DEL MONTGÓ;20;3700;DÉNIA;ALACANT;966428805;966428806; 1,0;0.102214;38.833181;GENERALITAT VALENCIANA;Q5355521E;LA MARINA ALTA
03004120;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CERVANTES;CEIP CERVANTES;PÚB.;CL;MONCADA;S/N;3700;DÉNIA;ALACANT;966428810;966428811; 1,0;0.102501;38.837921;GENERALITAT VALENCIANA;Q5355583E;LA MARINA ALTA
03004132;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;BAMBI;CENTRE PRIV. ED. INFANTIL BAMBI;PRIV. CONC.;CL;TOSSAL GROS;23;3700;DÉNIA;ALACANT;965781894;965782906; 1,0;0.083427;38.830481;;;LA MARINA ALTA
03004193;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADO CORAZÓN;CENTRE PRIVAT SAGRADO CORAZÓN;PRIV. CONC.;PD;SANTA LUCÍA;23;3700;DÉNIA;ALACANT;965780203;965787674; 1,0;0.117191;38.83105;;;LA MARINA ALTA
03004201;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN JUAN BAUTISTA;CENTRE PRIVAT SAN JUAN BAUTISTA;PRIV. CONC.;CL;CANDIDA CARBONELL;4;3700;DÉNIA;ALACANT;965780242;965786311; 1,0;0.10922;38.841446;;;LA MARINA ALTA
03004211;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;PAIDOS;CENTRE PRIVAT PAIDOS;PRIV. CONC.;AV;DEL MONTGÓ;74;3700;DÉNIA;ALACANT;965782906;; 1,0;0.102235;38.829445;;;LA MARINA ALTA
03004223;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;HISTORIADOR CHABÀS;IES HISTORIADOR CHABÀS;PÚB.;CL;MANUEL VALLALTA;3;3700;DÉNIA;ALACANT;966428225;966428226; 1,0;0.099419;38.830815;GENERALITAT VALENCIANA;Q5355519I;LA MARINA ALTA
03004235;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MARIA IBARS;IES MARIA IBARS;PÚB.;CM;DEL LLAVADOR;S/N;3700;DÉNIA;ALACANT;966428230;966428231; 1,0;0.098855;38.844554;GENERALITAT VALENCIANA;Q5355518A;LA MARINA ALTA
03004259;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA XARA;CEIP LA XARA;PÚB.;CL;LES ESCOLES;1;3709;DÉNIA - LA XARA;ALACANT;966428815;966428816; 1,0;0.062774;38.827853;GENERALITAT VALENCIANA;Q5355514J;LA MARINA ALTA
03004260;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PARE PERE;CEIP PARE PERE;PÚB.;CL;DE LES ESCOLES;5;3749;DÉNIA - JESUS POBRE;ALACANT;965757277;965757277; 1,0;0.084329;38.79932;GENERALITAT VALENCIANA;Q5355515G;LA MARINA ALTA
03004338;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN FRANCISCO DE ASÍS;CEIP SAN FRANCISCO DE ASÍS;PÚB.;CL;GABRIEL MIRÓ;1;3150;DOLORES;ALACANT;965290185;965290186; 1,0;-0.766865;38.137738;GENERALITAT VALENCIANA;Q5355512D;EL BAIX SEGURA/ LA VEGA BAJA
03004341;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CARDENAL BELLUGA;CEIP CARDENAL BELLUGA;PÚB.;CL;RAMÓN Y CAJAL;1;3150;DOLORES;ALACANT;965290190;965290191; 1,0;-0.77224;38.141105;GENERALITAT VALENCIANA;Q5355513B;EL BAIX SEGURA/ LA VEGA BAJA
03004429;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA GALIA;CEIP LA GALIA;PÚB.;PD;ALTABIX (POL. 1);174;3207;ELX - ALTABIX;ALACANT;966912535;966912536; 1,0;-0.685063;38.286501;GENERALITAT VALENCIANA;Q5355399F;EL BAIX VINALOPÓ
03004442;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RODOLFO TOMÁS SAMPER;CEIP RODOLFO TOMÁS SAMPER;PÚB.;AV;CIUDAD DEPORTIVA;S/N;3195;ELX - EL ALTET;ALACANT;966915405;966915406; 1,0;-0.5345;38.274167;GENERALITAT VALENCIANA;Q5355030G;EL BAIX VINALOPÓ
03004491;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA BAIA;CEIP LA BAIA;PÚB.;CL;DE L'ESCOLA;8;3292;ELX - LAS BAYAS;ALACANT;966915410;966915411; 1,0;-0.64204;38.219234;GENERALITAT VALENCIANA;Q5355038J;EL BAIX VINALOPÓ
03004569;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL TOSCAR;CEIP EL TOSCAR;PÚB.;CL;MANUEL CAMPELLO RUIZ;13;3205;ELX;ALACANT;966915415;966915416; 1,0;-0.716257;38.271417;GENERALITAT VALENCIANA;Q5355237H;EL BAIX VINALOPÓ
03004570;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JAIME BALMES;CEIP JAIME BALMES;PÚB.;CL;ALFREDO SANCHEZ TORRES;18;3206;ELX;ALACANT;966912310;966912311; 1,0;-0.71174;38.278087;GENERALITAT VALENCIANA;Q5355222J;EL BAIX VINALOPÓ
03004594;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LEÓN FELIPE;CEIP LEÓN FELIPE;PÚB.;CL;ARISTIDES BOTELLA TORRES;1;3205;ELX;ALACANT;966915420;966915421; 1,0;-0.71082;38.270109;GENERALITAT VALENCIANA;Q5355058H;EL BAIX VINALOPÓ
03004600;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EUGENIO D'ORS;CEIP EUGENIO D'ORS;PÚB.;CL;DIEGO PASCUAL OLIVER;S/N;3206;ELX;ALACANT;966915425;966915426; 1,0;-0.711987;38.278424;GENERALITAT VALENCIANA;Q5355235B;EL BAIX VINALOPÓ
03004612;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FERRÁNDEZ CRUZ;CEIP FERRÁNDEZ CRUZ;PÚB.;CL;ALPUJARRA;S/N;3202;ELX;ALACANT;966915430;966915431; 1,0;-0.694212;38.267719;GENERALITAT VALENCIANA;Q5355233G;EL BAIX VINALOPÓ
03004624;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIGUEL DE UNAMUNO;CEIP MIGUEL DE UNAMUNO;PÚB.;PS;GERMANÍAS;S/N;3204;ELX;ALACANT;966915435;966915436; 1,0;-0.702535;38.262168;GENERALITAT VALENCIANA;Q5355216B;EL BAIX VINALOPÓ
03004636;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;HISPANIDAD;CEIP HISPANIDAD;PÚB.;CL;CURTIDORS;7;3203;ELX;ALACANT;966915440;966915441; 1,0;-0.69419;38.262218;GENERALITAT VALENCIANA;Q5355230C;EL BAIX VINALOPÓ
03004648;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL PALMERAL;CEIP EL PALMERAL;PÚB.;CL;AVET;S/N;3203;ELX;ALACANT;966915445;966915446; 1,0;-0.687807;38.262353;GENERALITAT VALENCIANA;Q5355098D;EL BAIX VINALOPÓ
03004651;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LUIS VIVES;CEIP LUIS VIVES;PÚB.;CL;PABLO PICASSO;S/N;3204;ELX;ALACANT;966915250;966915251; 1,0;-0.704179;38.254417;GENERALITAT VALENCIANA;Q5355218H;EL BAIX VINALOPÓ
03004661;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MENÉNDEZ PELAYO;CEIP MENÉNDEZ PELAYO;PÚB.;CL;CARLOS ANTON PASTOR;S/N;3206;ELX;ALACANT;966915255;966915256; 1,0;-0.708671;38.277658;GENERALITAT VALENCIANA;Q5355022D;EL BAIX VINALOPÓ
03004673;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JAUME I;CEIP JAUME I;PÚB.;CL;MANUEL CAMPELLO RUIZ;S/N;3205;ELX;ALACANT;966915260;966915261; 1,0;-0.71638;38.274002;GENERALITAT VALENCIANA;Q5355016F;EL BAIX VINALOPÓ
03004685;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FRANCISCO GINER DE LOS RÍOS;CEIP FRANCISCO GINER DE LOS RÍOS;PÚB.;PZ;BARCELONA;7;3206;ELX;ALACANT;966915265;966915266; 1,0;-0.706376;38.272091;GENERALITAT VALENCIANA;Q5355014A;EL BAIX VINALOPÓ
03004697;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CASABLANCA;CEIP CASABLANCA;PÚB.;CL;EL DESPERTAR FEMENINO;4;3206;ELX;ALACANT;966915270;966915271; 1,0;-0.703529;38.276395;GENERALITAT VALENCIANA;Q5355241J;EL BAIX VINALOPÓ
03004715;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;REYES CATÓLICOS;CEIP REYES CATÓLICOS;PÚB.;CL;FRAY LUIS DE LEÓN;9;3203;ELX;ALACANT;966915275;966915276; 1,0;-0.696634;38.258065;GENERALITAT VALENCIANA;Q5355212A;EL BAIX VINALOPÓ
03004739;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN FERNANDO;CEIP SAN FERNANDO;PÚB.;CL;PÍO BAROJA;22;3203;ELX;ALACANT;966915280;966915281; 1,0;-0.684092;38.267546;GENERALITAT VALENCIANA;Q5355210E;EL BAIX VINALOPÓ
